SKU,Description,Surplus Quantity,Value / Part ($),Value,Site Location of Surplus Part,Turns
10001257,"ADAPTER, HOSE TO PIPE, TYPE: CAMLOCK E, SIZE: 2INCH, END CONNECTION(S): MALE X HOSE, MATERIAL: ALUMINUM, MANUFACTURER P/N: 20E-ALUM-B",9.00,5.00,45.00,J1 Office,0
10001258,"FILTER, CARTRIDGE, TYPE: COALESCING, MICRON: DUAL DENSITY 25/10 MICRON, MANUFACTURER: JONELL CANADA, MANUFACTURER P/N: JPMP 644 2510X",16.00,5.00,80.00,J1 Office,0
10001284,"FILTER, OIL, TYPE: FULL FLOW, SIZE: 5.35 X 3.66INCH, MICRON: 40MICRON, CONNECTION: SPIN ON, MANUFACTURER: WIX, MANUFACTURER P/N: 51452",4.00,5.00,20.00,J1 Office,0
10001293,"FUSE, GLASS FAST ACTING MINI 1/2AMP 250V 5MM X 20MM",10.00,5.00,50.00,J1 Office,0
10001345,"CONNECTOR, ELECTRICAL, TYPE: HEAT TRACE, SIZE: 1/2 X 0.358INCH, AMPERAGE: NA, MATERIAL: STAINLESS STEEL, APPLICATION: HOT TO COLD",9.00,5.00,45.00,J1 Office,0
10001374,"STRAINER, BASKET, TYPE: LIQUID STRAINERS, SIZE: 6INCH, MATERIAL: 304STAINLESS STEEL, MESH: 20 MESH",6.00,5.00,30.00,J1 Office,0
10001383,"LAMP, HIGH PRESSURE SODIUM, SIZE: 5.44INCH X 2.125INCH, WATTAGE: 150WATTS, VOLTAGE: 55VOLTS, COLOR: CLEAR, MANUFACTURER: PHILIPS, MANUFACTURER P/N: C150S55/M",6.00,5.00,30.00,J1 Office,0
10001411,"STUD, B7 60 CARTON 3/4"" X 6 1/4""",229.00,5.00,"1,145.00",J1 Office,0
10001415,"MOTOR, AC, TYPE: VARIABLE FREQUENCY DRIVE, HORSEPOWER: 1HP, RPM: 1750RPM, VOLTAGE: 575VAC, FRAME: 145TCZ, PHASE: 3PH, ENCLOSURE: TOTALLY ENCLOSED FAN COOLED",1.00,5.00,5.00,J1 Office,0
10001422,"NIPPLE, PIPE, NOMINAL PIPE SIZE: 1 1/2INCH, END PREPARATION(S): MNPT X MNPT, LENGTH: 4INCH, PIPE SCHEDULE: SCH 80, MATERIAL GRADE: SA106B, MATERIAL: CARBON STEEL, METHOD OF MANUFACTURE: SEAMLESS",6.00,5.00,30.00,J1 Office,0
10001425,"NIPPLE, CONDUIT, SIZE: 1INCH, LENGTH: 3INCH, CONNECTION: MNPT, MATERIAL: ALUMINUM",5.00,5.00,25.00,J1 Office,0
10001461,"BUSHING, CONDUIT, SIZE: 3/4INCH, CONNECTION: FEMALE NPT, MATERIAL: PLASTIC, TEMPERATURE: 105DEGREES C, APPLICATION: RIGID/IMC CONDUITS, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: 223-TB",14.00,5.00,70.00,J1 Office,0
10001462,"ADHESIVE, NO MODIFIER, TYPE: FLUX, CONTAINER SIZE: 6OZ, MATERIAL: POTASSIUM FLUOROHYDROBORATE, CONTAINER TYPE: BOTTLE, MANUFACTURER: LENOX TOOLS, MANUFACTURER P/N: WS78172",4.00,5.00,20.00,J1 Office,0
10001467,"REDUCER, PIPE, TYPE: HEX CONCENTRIC SWAGE, LARGE END NOMINAL PIPE SIZE: 1 1/4"", WALL THICKNESS (A): 0.191"", SMALL END NOMINAL PIPE SIZE: 3/4"", WALL THICKNESS (B): 0.154"", END PREPARATION(S): THREADED BOTH ENDS, MATERIAL: WROUGHT CARBON STEEL, SCHEDULE PRESSURE CLASS: S80, MATERIAL GRADE: A234WPB",4.00,5.00,20.00,J1 Office,0
10001469,"TRANSMITTER, VIBRATION, TYPE: INTEGRATED PIEZOELECTRIC, SIZE/CONNECTION: 1/2INCH NPT, RANGE: 2 IPS, MANUFACTURER: METRIX INSTRUMENT CO, MANUFACTURER P/N: ST5484E-123-120-00",2.00,5.00,10.00,J1 Office,0
10001470,"UNION, PIPE, TYPE: F/F, NOMINAL PIPE SIZE: 1/4"", END PREPARATION: MNPT, PRESSURE CLASS: 3M, MATERIAL: SA105N CARBON STEEL, DIMENSIONAL STANDARD: DN8",7.00,5.00,35.00,J1 Office,0
10001471,"FITTING, CONDUIT SEAL, TYPE: FEMALE/FEMALE, HUB SIZE: 3/4INCH, CONNECTION: FEMALE NPT, MATERIAL: ALUMINUM, MANUFACTURER: APPLETON, MANUFACTURER P/N: UNF75NRA",1.00,5.00,5.00,J1 Office,0
10001480,"INDICATOR, TEMPERATURE, TYPE: THERMOMETER, RANGE: -50-50DEG C, FACE SIZE: 5INCH, CONNECTION SIZE: 1/2INCH NPT, STEM SIZE: 9INCH, MANUFACTURER: ASHCROFT, MANUFACTURER P/N: 50EI60E090",3.00,5.00,15.00,J1 Office,0
10001486,"TAPE, NO MODIFIER, TYPE: POLYKEN, WIDTH: 2INCH, COLOR: BLACK, APPLICATION: PIPELINE, MANUFACTURER: RENFREW",26.00,5.00,130.00,J1 Office,0
10001500,"VALVE, GLOBE, NOMINAL SIZE(S): 3/4"", END CONNECTION: SOCKET WELD, PRESSURE RATING: CL800, TRIM MATERIAL: 410 STAINLESS STEEL HARD FACED, BODY MATERIAL: CARBON STEEL",1.00,5.00,5.00,J1 Office,0
10001524,"STEM, VALVE, TYPE: 4INCH, MATERIAL: 316 STAINLESS STEEL, CONNECTION: KEYWAY, LENGTH: 17 1/2INCH, APPLICATION: LIME MAGOX MIXER MODEL 100V2",3.00,5.00,15.00,J1 Office,0
10001560,"KIT, VALVE, APPLICATION: 3INCH CHECK VALVE, MANUFACTURER: SULLAIR, MANUFACTURER P/N: 250018262",4.00,5.00,20.00,J1 Office,0
10001581,"ELBOW, PIPE, NOMINAL PIPE SIZE: 1-1/4INCH, DEGREE/RADIUS: 90 DEGREE LONG RADIUS, END PREPARATION: FEMALE NPT, PRESSURE RATING: 2000#, MATERIAL: A105N CARBON STEEL, DIMENSIONAL STANDARD: DN32",5.00,5.00,25.00,J1 Office,0
10001689,"SEAL, NO MODIFIER, TYPE: SMART END, MANUFACTURER: PENTAIR, MANUFACTURER P/N: SES-RTD-1",6.00,5.00,30.00,J1 Office,0
10001700,"KIT, VALVE, TYPE: HIGH FLOW, CONTAINS A: SPOOL CLIP, CONTAINS B: SPOOL VALVE, CONTAINS C: BLOCK GASKET, CONTAINS D: NEOPRENE, APPLICATION: SERIES 760 VALVE CONTROLLER, MANUFACTURER: SIEMENS, MANUFACTURER P/N: 16330-469",4.00,5.00,20.00,J1 Office,0
10001714,"DISPLAY, NO MODIFIER, TYPE: DIGITAL LCD, MANUFACTURER: ABB, MANUFACTURER P/N: DR0206",11.00,5.00,55.00,J1 Office,0
10001716,"CLIP, WALL, TYPE: WALL MOUNT, APPLICATION: FIRE EXTINGUISHER",3.00,5.00,15.00,J1 Office,0
10001721,"FASTENER, BOLT, TYPE: STUD, SIZE: 1 1/8INCH, LENGTH: 5 1/2INCH, THREAD PITCH: 8UN, GRADE: A193 B7, MATERIAL: ALLOY STEEL, PACKAGING UNIT: 25/CARTON",37.00,5.00,185.00,J1 Office,0
10001723,"NUT, LOCK, SIZE: 3 1/2"", THREAD STYLE: NATIONAL PIPE STRAIGHT, MATERIAL: 304 STAINLESS STEEL, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: 149-TB",3.00,5.00,15.00,J1 Office,0
10001725,"LAMP, LED, TYPE: PILOT, SIZE: 30.5MM, WATTAGE: 15W, VOLTAGE: 120VAC, COLOR: GREEN, MANUFACTURER: ALLEN BRADLEY, MANUFACTURER P/N: 800H-QRH10G",1.00,5.00,5.00,J1 Office,0
10001729,"NIPPLE, PIPE, NOMINAL PIPE SIZE: 3/4INCH, END PREPARATION(S): MNPT X MNPT, LENGTH: CLOSE, PIPE SCHEDULE: SCH 80, MATERIAL GRADE: SA312, MATERIAL: STAINLESS STEEL, WALL THICKNESS: 0.154""",1.00,5.00,5.00,J1 Office,0
10001737,"GASKET, FLANGE, TYPE: RAISED FACE, NOMINAL SIZE: 4INCH, THICKNESS: 1/16INCH, PRESSURE RATING: 150PSI, MATERIAL: TEFLON",19.00,5.00,95.00,J1 Office,0
10001751,"NUT, TUBE, SIZE: 3/4INCH, MATERIAL: CARBON STEEL, MANUFACTURER: SWAGELOK, MANUFACTURER P/N: S-1212-1",13.00,5.00,65.00,J1 Office,0
10001774,"GASKET, NO MODIFIER, TYPE: CASE, INSIDE DIAMETER: 8INCH, OUTSIDE DIAMETER: 8 1/2INCH, THICKNESS: 1/32INCH, MATERIAL: TEFLON, APPLICATION: PUMP, MANUFACTURER: THURSTON MACHINE INC, MANUFACTURER P/N: A0112F",5.00,5.00,25.00,J1 Office,0
10001783,"RECEPTACLE, ELECTRICAL, TYPE: GFIC, VOLTAGE: 120V, AMPERAGE: 15AMPS, POLE: 2 POLE, CABLE SIZE: 12-14AWG, WIRE COUNT: 4-6, SIZE: 2 1/2IN X 1 1/4IN X 1 1/4IN, MANUFACTURER: HUBBELL INC, MANUFACTURER P/N: GF15WLA",4.00,5.00,20.00,J1 Office,0
10001785,"RELAY, ELECTRONIC, INPUT CONTROL: 120VAC, CONTACT RATING: 10A, CONTACT CONFIG: DPDT, MOUNT: OCTAGONAL PLUG-IN, MANUFACTURER: TURCK, A, CONTACT CONFIG: DPDT, MOUNT: OCTAGONAL PLUG-IN, MANUFACTURER: TURCK, MANUFACTURER P/N: C2-A20X/120AC AC",1.00,5.00,5.00,J1 Office,0
10001792,"CLAMP, HOSE/TUBING, TYPE: WORM GEAR, SIZE: 2 3/4INCH, MATERIAL: 200 STAINLESS STEEL, WIDTH: 1/2INCH, HOSE/TUBING DIAMETER: 2 1/4INCH - 3 1/4INCH, MANUFACTURER: IDEAL-TRIDON, MANUFACTURER P/N: TRIHAS44",18.00,5.00,90.00,J1 Office,0
10001793,"GASKET, CONDUIT OUTLET BODY, SIZE: 3/4INCH, MATERIAL: NEOPRENE, SHAPE: MARK 9, MANUFACTURER: CROUSE-HINDS, MANUFACTURER P/N: GASK1942",10.00,5.00,50.00,J1 Office,0
10001860,"BOARD, PRINTED CIRCUIT, TYPE: SES MODEL, APPLICATION: RESISTANCE TEMPERATURE DETECT, VOLTAGE: 120VOLTS, MANUFACTURER: PENTAIR, MANUFACTURER P/N: SES-TT-1",19.00,5.00,95.00,J1 Office,0
10001864,"EXTINGUISHER, FIRE, SIZE: 17INCH, MANUFACTURER: ANSUL, MANUFACTURER P/N: A05",1.00,5.00,5.00,J1 Office,0
10001876,"FASTENER, BOLT, TYPE: STUD, SIZE: 5/8INCH, LENGTH: 7INCH, THREAD PITCH: 11UNC, GRADE: A193 B7, MATERIAL: ALLOY STEEL, PACKAGING UNIT: 80/CARTON",206.00,5.00,"1,030.00",J1 Office,0
10001880,"FLANGE, PIPE, TYPE: BLIND, NOMINAL PIPE SIZE: 3INCH, FACE: RAISED, PRESSURE RATING: 600PSI, DIMENSIONAL STANDARD: ASME B16.5, MATERIAL GRADE: A/SA105, MATERIAL: CARBON STEEL, BORE SIZE: 3INCH",9.00,5.00,45.00,J1 Office,0
10001906,"GASKET, FLANGE, TYPE: SPIRAL WOUND, NOMINAL SIZE: 18INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 300PSI, MATERIAL: 316SS GRAPH 316SS IR",21.00,5.00,105.00,J1 Office,0
10001909,"BREAKER, CIRCUIT, TYPE: THERMAL MAGNETIC, AMPERAGE: 15AMPS, VOLTAGE: 250VOLTS AC/65VOLTS DC, AC/DC: AC/DC, POLE: 1, POWER RATING: 3750/975WATTS, CASE: N/A, MOUNTING: DIN RAIL, MANUFACTURER: WEIDMULLER, MANUFACTURER P/N: 9102003500",1.00,5.00,5.00,J1 Office,0
10001981,"PAINT, PRIMER, TYPE: QUICK DRY, CONTAINER: CAN GALLON, COLOR: GREY, MANUFACTURER: RUSTOLEUM, MANUFACTURER P/N: 7086402",1.00,5.00,5.00,J1 Office,0
10001989,"PLUG, NO MODIFIER, TYPE: PILOT BALL, SIZE: 3INCH, MANUFACTURER: MASONEILAN, MANUFACTURER P/N: 106739",2.00,5.00,10.00,J1 Office,0
10001998,"KIT, REPAIR, KIMRAY 2"" HPMV BUNA-N",4.00,5.00,20.00,J1 Office,0
10002002,"LUBRICANT, GREASE, TYPE: THREAD, SIZE: 1 3/4OZ, CONTAINER: TUBE, MANUFACTURER: CROUSE-HINDS, MANUFACTURER P/N: STL2",12.00,5.00,60.00,J1 Office,0
10002005,"NIPPLE, PIPE, NOMINAL PIPE SIZE: 2 1/2INCH, END PREPARATION(S): MNPT X MNPT, LENGTH: 1 1/2INCH, PIPE SCHEDULE: SCH 80, MATERIAL GRADE: A/SA106B, MATERIAL: CARBON STEEL, WALL THICKNESS: NA",2.00,5.00,10.00,J1 Office,0
10002014,"HUB, CONDUIT, TYPE: RIGID, CONDUIT SIZE: 1/2INCH, END PREPARATION: THREADED, MATERIAL: ALUMINUM, WALL THICKNESS: 3/16"", MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: H050A A",7.00,5.00,35.00,J1 Office,0
10002020,"INDICATOR, TEMPERATURE, TYPE: THERMOMETER, RANGE: 0-450DEG C, FACE SIZE: 4INCH, CONNECTION SIZE: 1/2INCH NPT, STEM SIZE: 1/4INCH X 10INCH",9.00,5.00,45.00,J1 Office,0
10002064,"BELT, V, SIZE: 65INCH, MATERIAL: EPDM, WIDTH: 21/32INCH, THICKNESS: 13/32INCH, CONSTRUCTION: CLASSIC, INDUSTRY STANDARD: BP62, MANUFACTURER P/N: BP62",2.00,5.00,10.00,J1 Office,0
10002069,"BUSHING, PIPE, TYPE: HEX, LARGE END NOMINAL PIPE SIZE: 3/4INCH, SMALL END NOMINAL PIPE SIZE: 1/4INCH, THREAD TYPE: MALE NPT X FEMALE NPT, PRESSURE RATING: 3000#, MATERIAL: STAINLESS STEEL, MATERIAL GRADE: SA182F316/L",20.00,5.00,100.00,J1 Office,0
10002076,"RING, WEAR, INSIDE DIAMETER: 9 1/4INCH, OUTSIDE DIAMETER: 10INCH, MATERIAL: R11 NITRONIC 60, MANUFACTURER: WESTPOWER, MANUFACTURER P/N: 077-R11-0-K",3.00,5.00,15.00,J1 Office,0
10002135,"TUBING, NO MODIFIER, TYPE: HEAT SHRINK, SIZE: 3/16INCH, LENGTH: 48INCH, MATERIAL: POLYOLEFIN, WALL THICKNESS: THIN, TEMPERATURE RATING: -55-135DEGREES C, PACKAGING UNIT: 4'PCS 25/BX BLACK, MANUFACTURER: 3M",25.00,5.00,125.00,J1 Office,0
10002171,"FLANGE, PIPE, TYPE: PADDLE BLIND, NOMINAL PIPE SIZE: 4INCH, FACE: RAISED, PRESSURE RATING: 600PSI, DIMENSIONAL STANDARD: ASME B16.48, MATERIAL GRADE: A516 70N, MATERIAL: CARBON STEEL, BORE SIZE: 4INCH, CONNECTION: FLANGE",10.00,5.00,50.00,J1 Office,0
10002175,"LUBRICANT, GREASE, TYPE: ANTI-SEIZE, SIZE: 400GRAMS, CONTAINER: TUBE, FORM: PASTE, MANUFACTURER: CASTROL, MANUFACTURER P/N: 08416-248",1.00,5.00,5.00,J1 Office,0
10002181,"LOCK, NO MODIFIER, TYPE: ELECTRO MECHANICAL, SIZE: 2-34""L X 7 1/4""W X 3 1/4""D, APPLICATION: GATE, MANUFACTURER P/N: GL1",2.00,5.00,10.00,J1 Office,0
10002188,"RING, SEALING, TYPE: V, SIZE: 65INCH, MATERIAL: NBR, INSIDE DIAMETER: 63.00MM, OUTSIDE DIAMETER: 75.00MM, THICKNESS: 6.80MM, MANUFACTURER P/N: V-0070A-NBR A-NBR",2.00,5.00,10.00,J1 Office,0
10002267,"CONNECTOR, ELECTRICAL, TYPE: BUTT, SIZE: 12-10GAUGE, AMPERAGE: 41 TO 55AMPS, VOLTAGE: 600VOLTS, MATERIAL: COPPER/VINYL, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: 2RC-10X",1.00,5.00,5.00,J1 Office,0
10002282,"CLAMP, PIPE, TYPE: U BOLT, NOMINAL PIPE SIZE: 1INCH, MATERIAL: STEEL, FINISH: SILVER GALVANIZED, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: CPC100",19.00,5.00,95.00,J1 Office,0
10002324,"VALVE, BALL, NOMINAL SIZE(S): 1"", END CONNECTION: SOCKET WELD, PRESSURE RATING: 600CL, TRIM MATERIAL: NACE, PORT TYPE: FULL, BODY MATERIAL: 316 STAINLESS STEEL, BALL MATERIAL: 316 STAINLESS STEEL, STEM MATERIAL: 17-4PH STAINLESS STEEL, SEAT MATERIAL: PTFE, SEAL MATERIAL: PTFE, MAXIMUM OPERATING PRESSURE: 1200PSI, PACKING MATERIAL: TEFLON, MANUFACTURER: JAMESBURY, MANUFACTURER P/N: 1 4C3600XTB2",3.00,5.00,15.00,J1 Office,0
10002335,"PLATE, NO MODIFIER, TYPE: ADAPTER, SIZE: 6INCH X 6INCH, MATERIAL: CARBON STEEL, MANUFACTURER: ROSEMOUNT, MANUFACTURER P/N: 4512C34G01",2.00,5.00,10.00,J1 Office,0
10002339,"FLANGE, PIPE, TYPE: SPECTACLE BLIND, NOMINAL PIPE SIZE: 4INCH, FACE: RAISED, PRESSURE RATING: 150PSI, DIMENSIONAL STANDARD: ASME B16.48, MATERIAL GRADE: A516 70N, MATERIAL: CARBON STEEL, BORE SIZE: 4INCH, CONNECTION: FLANGE",6.00,5.00,30.00,J1 Office,0
10002344,"POSITIONER, VALVE, OUTPUT: PROFIBUS, MANUFACTURER: ABB, MANUFACTURER P/N: TZID-C-110",5.00,5.00,25.00,J1 Office,0
10002359,"KIT, SEAL, TYPE: VALVE, MANUFACTURER P/N: 4""VL-AFLAS",7.00,5.00,35.00,J1 Office,0
10002373,"FLANGE, PIPE, TYPE: PADDLE BLIND, NOMINAL PIPE SIZE: 8INCH, FACE: RAISED, PRESSURE RATING: 600PSI, DIMENSIONAL STANDARD: ASME B16.48, MATERIAL GRADE: A516 70N, MATERIAL: CARBON STEEL, BORE SIZE: 8INCH, CONNECTION: FLANGE",2.00,5.00,10.00,J1 Office,0
10002380,"KIT, CONNECTOR, TYPE: MOTOR SPLICE, CONTAINS A: 2-1/0 AWG (FEEDER), CONTAINS B: 4-1/0 AWG (MOTOR LEAD), MANUFACTURER: 3M, MANUFACTURER P/N: 5317",6.00,5.00,30.00,J1 Office,0
10002384,"UNION, TUBING, TYPE: CROSS, SIZE: 3/8INCH, END CONNECTION: FERRULE, MATERIAL: 316 STAINLESS STEEL, MANUFACTURER: SWAGELOK, MANUFACTURER P/N: SS-600-4",4.00,5.00,20.00,J1 Office,0
10002387,"BEARING, BALL, TYPE: RADIAL, INSIDE DIAMETER: 85MILLIMETER, OUTSIDE DIAMETER: 150MILLIMETER, WIDTH: 28MILLIMETER, MATERIAL: STEEL, MANUFACTURER P/N: 6217/C3",1.00,5.00,5.00,J1 Office,0
10002391,"TRANSFORMER, NO MODIFIER, TYPE: CONTROL, KVA RATING: 0.3KVA, PRIMARY VOLTAGE: 550/575/600VAC, SECONDARY VOLTAGE: 110/115/120VAC, FREQUENCY: 50/60HZ, RATING: 300VAC, MANUFACTURER: SQUARE D, MANUFACTURER P/N: 9070KL300D5",2.00,5.00,10.00,J1 Office,0
10002392,"TRANSFORMER, NO MODIFIER, TYPE: CONTROL, KVA RATING: 250VA, PRIMARY VOLTAGE: 600VAC, SECONDARY VOLTAGE: 120/240VAC, MANUFACTURER P/N: MO250J",3.00,5.00,15.00,J1 Office,0
10002407,"VALVE, GATE, NOMINAL SIZE(S): 3"", END CONNECTION: RAISED FACE, PRESSURE RATING: CL300, TRIM MATERIAL: 316 STAINLESS STEEL HARD FACED, BONNET TYPE: BOLTED, BODY MATERIAL: CARBON STEEL",2.00,5.00,10.00,J1 Office,0
10002408,"VALVE, NEEDLE, NOMINAL SIZE: 3/8"", END CONNECTION: TUBE FITTING, PRESSURE RATING: 5000PSI, TRIM MATERIAL: 316 STAINLESS STEEL, OPERATOR: HANDLE, BODY MATERIAL: STAINLESS STEEL, PACKING MATERIAL: PFA, MANUFACTURER: SWAGELOK",10.00,5.00,50.00,J1 Office,0
10002419,"TAPE, NO MODIFIER, TYPE: VINYL, WIDTH: 4INCH, MANUFACTURER: RENFREW",6.00,5.00,30.00,J1 Office,0
10002441,"PLUG, SPARK, TYPE: 2264, MATERIAL: NICKEL/COPPER, MANUFACTURER: NGK, MANUFACTURER P/N: BPR2ES",3.00,5.00,15.00,J1 Office,0
10002444,"STUD, B7 60 CARTON 3/4"" X 5 3/4""",85.00,5.00,425.00,J1 Office,0
10002449,"NOZZLE, FUEL, TYPE: JERRY CAN, LENGTH: 9INCH, MATERIAL: PLASTIC, APPLICATION: GASOLINE, MANUFACTURER: SCEPTER, MANUFACTURER P/N: FS910V",5.00,5.00,25.00,J1 Office,0
10002468,"FILTER, OIL, TYPE: TRANSMISSION, MANUFACTURER: KUBOTA, MANUFACTURER P/N: HHK7114080",1.00,5.00,5.00,J1 Office,0
10002470,"GASKET, FLANGE, TYPE: SPIRAL WOUND, NOMINAL SIZE: 12INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 600PSI, MATERIAL: 316SS GRAPH 316SS IR",12.00,5.00,60.00,J1 Office,0
10002471,"LAMP, HALOGEN, WATTAGE: 65WATTS, VOLTAGE: 12VOLTS, APPLICATION: AUTOMOTIVE, MANUFACTURER: GE, MANUFACTURER P/N: H9-65W/BP",12.00,5.00,60.00,J1 Office,0
10002557,"STRAP, PIPE, TYPE: 1 HOLE, PIPE SIZE: 1/2INCH, MATERIAL: ALUMINUM",3.00,5.00,15.00,J1 Office,0
10002574,"PLUG, PIPE, TYPE: BULL, NOMINAL PIPE SIZE: 2INCH, END PREPARATION: MNPT, MATERIAL: CARBON STEEL, WALL THICKNESS: XH, PRESSURE RATING: 6000PSI",1.00,5.00,5.00,J1 Office,0
10002575,"ADAPTER, TUBE, OUTSIDE DIAMETER: 1/4 X 1INCH, END CONNECTION(S): TUBE X MNPT, MATERIAL: 316SS",1.00,5.00,5.00,J1 Office,0
10002585,"UNION, PIPE, TYPE: F/F, NOMINAL PIPE SIZE: 2"", END PREPARATION: MNPT, PRESSURE CLASS: 3M, MATERIAL: SA105N CARBON STEEL, SURFACE FINISH: GALVANIZED, DIMENSIONAL STANDARD: DN50",4.00,5.00,20.00,J1 Office,0
10002608,"SEAT, VALVE, TYPE: RING, TRIM MATERIAL: STELLITE 6, VALVE TYPE: CONTROL VALVE, PARENT ITEM SIZE: 3INCH, PARENT FIGURE/MODEL NUMBER: 35K, MANUFACTURER: MASONEILAN",1.00,5.00,5.00,J1 Office,0
10002609,"KIT, REPAIR, TYPE: HPMV, CONSIST OF 1: VALVE STEM, SIZE: 7/8INCH, MANUFACTURER: KIMRAY, MANUFACTURER P/N: 308-T2947ZR",11.00,5.00,55.00,J1 Office,0
10002610,"SPRING, VALVE, TYPE: CONTROL VALVE, PRESSURE RATING: 8-15PSI, VALVE SIZE: 54INCH, MANUFACTURER P/N: 1034162",6.00,5.00,30.00,J1 Office,0
10002617,"ADAPTER, HOSE TO PIPE, TYPE: HYD SNAP-TITE NIPPLE, SIZE: 1INCH, END CONNECTION(S): FNPT, MATERIAL: STEEL, MANUFACTURER: PARKER HANNIFIN, MANUFACTURER P/N: VHN16-16F",15.00,5.00,75.00,J1 Office,0
10002621,"PUMP, HAND, TYPE: PORTABLE INJECTION, MANUFACTURER: CVS",1.00,5.00,5.00,J1 Office,0
10002626,"KIT, REPAIR, TYPE: PUMP, CONSIST OF 1: VALVE STEM O RING FKM, CONSIST OF 2: VALVE SEAT O RING FKM, CONSIST OF 3: BTM PLUG/LOWER SEAT O RING FKM, CONSIST OF 4: UPPER DIAPHRAGM CR, CONSIST OF 5: MIDDLE DIAPHRAGM CR, CONSIST OF 6: LOWER DIAPHRAGM CR, CONSIST OF 7: UPPER SPRING, CONSIST OF 8: LOWER SPRING 30-100PSIG, CONSIST OF 9: STROKE RATE KNOB, CONSIST OF 10: SPRING - STROKE RATE KNOB, SPECIAL FEATURES: PILOT PLUG AND LWR/UPR SEAT, APPLICATION: CONTROLLER MK-XII, MANUFACTURER: WILLIAMS, MANUFACTURER P/N: OS72",1.00,5.00,5.00,J1 Office,0
10002628,"PLUG, CONDUIT, SIZE: 1INCH, MATERIAL: POLYETHYLENE, MANUFACTURER: THOMAS/BETTS, MANUFACTURER P/N: CI3508",23.00,5.00,115.00,J1 Office,0
10002651,"SWITCH, PUSHBUTTON, VOLTAGE: 600VAC MAX/250VDC MAX, DIAMETER: 1 3/8INCH, MOUNTING: CONTROL PANEL, COLOR: RED, ACTION: PUSH-PULL, AMPERAGE: 10A/2.5A, MANUFACTURER: HUBBELL/KILLARK, MANUFACTURER P/N: XCS-0MMR3, PRIOR MM NUMBER(S): J1-13004 A/2.5A, MANUFACTURER: HUBBELL/KILLARK, MANUFACTURER P/N: XCS-0MMR3, PRIOR MM NUMBER(S): J1-13004",25.00,5.00,125.00,J1 Office,0
10002662,"NIPPLE, PIPE, NOMINAL PIPE SIZE: 1 1/2INCH, END PREPARATION(S): MNPT X MNPT, LENGTH: 5INCH, PIPE SCHEDULE: SCH 160, MATERIAL GRADE: A/SA106B, MATERIAL: CARBON STEEL, WALL THICKNESS: 0.281""",3.00,5.00,15.00,J1 Office,0
10002673,"PUMP, PROGRESSIVE CAVITY, SIZE: 3INCH, OPERATING PRESSURE: 150PSI, MANUFACTURER: ROPER",2.00,5.00,10.00,J1 Office,0
10002788,"TEE, WELLHEAD, OUTLET SIZE NOMINAL: 1/2INCH, END CONNECTION: THREADED, PRESSURE RATING: 3000PSI, MATERIAL: SA182 F316/L STAINLESS STEEL",19.00,5.00,95.00,J1 Office,0
10002831,"ELEMENT, HEATER, WATTAGE: 3KILOWATTS, VOLTAGE: 480KILOVOLTS, MOUNTING: 2INCH X 9/16INCH DIAMETER HOLE, CONNECTION: 1INCH NPT, SIZE: 12INCH, MANUFACTURER: RUFFNECK, PRIOR MM NUMBER(S): J1-12890",3.00,5.00,15.00,J1 Office,0
10002848,"CABLE, ELECTRICAL, TYPE: SJTOW, VOLTAGE: 300VOLTS, GAUGE: 12 GAUGE/3 STRAND, CONDUCTOR MATERIAL: COPPER, LENGTH: 250FEET, TEMPERATURE RATING: -60 TO 60DEGREES F, MANUFACTURER: ACKLANDS GRAINGER, MANUFACTURER P/N: CWRSJTOW3C12",84.00,5.00,420.00,J1 Office,0
10002871,"ADAPTER, HOSE TO PIPE, TYPE: HYD SNAP-TITE COUPLER, SIZE: 1INCH, END CONNECTION(S): FNPT, MATERIAL: STEEL, MANUFACTURER: PARKER HANNIFIN, MANUFACTURER P/N: VHC16-16F",6.00,5.00,30.00,J1 Office,0
10002874,"GASKET, FLANGE, TYPE: SPIRAL WOUND, NOMINAL SIZE: 10INCH, THICKNESS: 1/8INCH, PRESSURE RATING: 600PSI, MATERIAL: 316SS GRAPH 316SS IR",29.00,5.00,145.00,J1 Office,0
10002937,"FLANGE, PIPE, TYPE: BLIND, NOMINAL PIPE SIZE: 3INCH, FACE: RAISED, PRESSURE RATING: 1500PSI, DIMENSIONAL STANDARD: ASME B16.5, MATERIAL GRADE: A/SA105, MATERIAL: CARBON STEEL, BORE SIZE: 3INCH, CONNECTION: FLANGE",35.00,5.00,175.00,J1 Office,0
10002938,"FLANGE, RF THD SA105N PN50 DN50 2 300#",1.00,5.00,5.00,J1 Office,0
10002944,"BUSHING, PIPE, TYPE: HEX, LARGE END NOMINAL PIPE SIZE: 2INCH, SMALL END NOMINAL PIPE SIZE: 1/2INCH, THREAD TYPE: MALE NPT X FEMALE NPT, PRESSURE RATING: 3000#, MATERIAL: STAINLESS STEEL, MATERIAL GRADE: SA182F316/L",1.00,5.00,5.00,J1 Office,0
