IncidentDate,IncidentNumber,CauseCategory,CauseType,FailureType,IncidentType,Location,InjuryCount,FatalityCount,IncidentLSD,IncidentSection,IncidentTownship,IncidentRange,IncidentMeridian,LicenceNumber,LicenceType,IncidentNotificationDate,IncidentCompleteDate,Source,StrikeArea,FieldCentre,LicenseeID,LicenseeName,Jurisdiction,ReleaseOffsite,SensitiveArea,PublicAffected,EnvironmentAffected,WildlifeLivestockAffected,AreaAffected,PublicEvacuatedCount,ReleaseCleanupDate,PipelineLicenceSegmentID,PipelineLicenceLineNo,PipeDamageType,PipeTestFailure,PipelineOutsideDiameter(mm),PipeGrade,PipeWallThickness(mm),SubstanceReleased,VolumeReleased,VolumeRecovered,VolumeUnits,SubstanceReleased2,VolumeReleased2,VolumeRecovered2,VolumeUnits2,SubstanceReleased3,VolumeReleased3,VolumeRecovered3,VolumeUnits3,SubstanceReleased4,VolumeReleased4,VolumeRecovered4,VolumeUnits4,Location1
October 12 2012,20122134,Operator Error,Oversight,Operator Error,Release,11-10-063-05W4,0,0,11,10,63,5,4,432504,Well Licence,October 12 2012,12/04/2012 12:00:00 AM,Oil Well,LA COREY,Bonnyville,0HE9,Canadian Natural Resources Limited,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,10/12/2012 12:00:00 AM,,,,,,,,Waste,0,0.1,m3,Salt/Produced Water,0.1,0.1,m3,,,,,,,,,"(54.436633, -110.67695)"
October 12 2012,20122101,Equipment Failure,Defect,Flange Loose,Release,09-31-055-20W5,0,0,9,31,55,20,5,392044,Well Licence,October 12 2012,11/05/2012 12:00:00 AM,Service Well,NOSEHILL,Drayton Valley,A267,Secure Energy Services Inc.,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,10/12/2012 12:00:00 AM,,,,,,,,Salt/Produced Water,4,0.3,m3,Waste,0,0.3,m3,,,,,,,,,"(53.797367, -116.95275)"
October 12 2012,20122095,Operator Error,Accidental,Tank Overflow,Release,05-32-084-18W5,,,5,32,84,18,5,447121,Well Licence,October 12 2012,01/08/2013 12:00:00 AM,Oil Well,,Grande Prairie,0RL9,Baytex Energy Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,10/12/2012 12:00:00 AM,,,,,,,,Crude Oil,4,4,m3,,,,,,,,,,,,,"(56.324617, -116.818133)"
October 12 2012,20122103,Equipment Failure,Malfunction,Equipment Failure,Release,13-27-069-10W5,0,0,13,27,69,10,5,426982,Well Licence,October 12 2012,11/20/2012 12:00:00 AM,Service Well,SWANH,St. Albert,0JL8,Apache Canada Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,10/12/2012 12:00:00 AM,,,,,,,,Gas Production (Raw),0.1,,103m3,Salt/Produced Water,15,15,m3,,,,,,,,,"(55.008717, -115.44735)"
October 12 2012,20122116,Equipment Failure,Internal corrosion,Tank Leak,Release,11-06-043-09W5,,,11,6,43,9,5,71297,Well Licence,October 15 2012,01/02/2013 12:00:00 AM,Gas Well,FERRIER,Red Deer,A0A7,NuVista Energy Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,10/16/2012 12:00:00 AM,,,,,,,,Salt/Produced Water,3.5,,m3,,,,,,,,,,,,,"(52.677917, -115.298033)"
October 11 2012,20122096,Equipment Failure,Internal corrosion,Equipment Failure,Release,10-18-011-17W4,,,10,18,11,17,4,100094,Well Licence,October 12 2012,12/18/2012 12:00:00 AM,Oil Well,TURIN,Midnapore,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,10/11/2012 12:00:00 AM,,,,,,,,Waste,300,0,m3,Crude Oil,2,2,m3,,,,,,,,,"(49.91145, -112.3107)"
October 11 2012,20122094,Operator Error,Accidental,Operator Error,Release,04-31-038-03W5,0,0,4,31,38,3,5,316341,Well Licence,October 11 2012,10/11/2012 12:00:00 AM,Gas Well,MEDRIV,Red Deer,0TM9,NAL Resources Limited,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,10/11/2012 12:00:00 AM,,,,,,,,Crude Oil,0.1,0.1,m3,,,,,,,,,,,,,"(52.3062, -114.427133)"
October 08 2012,20122066,Equipment Failure,Mechanical/Strctural,Valve Failure,Release,12-04-066-10W5,0,0,12,4,66,10,5,25083,Well Licence,October 08 2012,11/13/2012 12:00:00 AM,Service Well,SWANHS,St. Albert,0BP8,Penn West Petroleum Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,10/08/2012 12:00:00 AM,,,,,,,,Fresh Water,32,32,m3,,,,,,,,,,,,,"(54.68505, -115.460017)"
October 07 2012,20122065,Operator Error,Oversight,Casing Valve,Release,15-08-063-04W6,,,15,8,63,4,6,447182,Well Licence,October 08 2012,12/18/2012 12:00:00 AM,Suspended Well,KAKWA,Grande Prairie,0AW4,Paramount Resources Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,10/12/2012 12:00:00 AM,,,,,,,,Frac Oil,8,,m3,,,,,,,,,,,,,"(54.4414, -118.563533)"
October 07 2012,20122089,Equipment Failure,Mechanical/Strctural,Equipment Failure,Release,10-04-043-04W4,,,10,4,43,4,4,376740,Well Licence,October 07 2012,01/14/2013 12:00:00 AM,Oil Well,RIBSTONE,Wainwright,39,Talisman Energy Inc.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,10/08/2012 12:00:00 AM,,,,,,,,Fresh Water,0,8,m3,Waste,0,5,m3,Crude Oil,0.5,0.5,m3,Gas Production (Raw),0.1,0,103m3,"(52.677483, -110.520967)"
October 06 2012,20122074,Unknown,Unknown,Fire,Release,14-15-036-01W5,0,0,14,15,36,1,5,97817,Well Licence,October 07 2012,10/22/2012 12:00:00 AM,Oil Well,TINDA,Red Deer,A5MT,Summerland Energy Inc.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,10/09/2012 12:00:00 AM,,,,,,,,Glycol,0,,m3,,,,,,,,,,,,,"(52.099067, -114.06425)"
October 05 2012,20122055,Equipment Failure,Mechanical/Strctural,Stuffing Box,Release,10-27-116-04W6,0,0,10,27,116,4,6,32017,Well Licence,October 05 2012,10/05/2012 12:00:00 AM,Oil Well,ZAMA,High Level,0JL8,Apache Canada Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,10/05/2012 12:00:00 AM,,,,,,,,Crude Oil,0.3,0.3,m3,Waste,0,0.2,m3,Gas Production (Raw),0.1,,103m3,,,,,"(59.104917, -118.580383)"
October 03 2012,20122034,Equipment Failure,Mechanical/Strctural,Line Failure,Release,10-16-040-08W4,,,10,16,40,8,4,183669,Well Licence,October 03 2012,01/15/2013 12:00:00 AM,Oil Well,PROVOST,Wainwright,0BP8,Penn West Petroleum Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,10/04/2012 12:00:00 AM,,,,,,,,Gas Production (Raw),0.1,0,103m3,Crude Bitumen,0.1,0.1,m3,Salt/Produced Water,4.9,4.9,m3,,,,,"(52.442883, -111.093617)"
October 02 2012,20122083,Operator Error,Accidental,Valve Damage,Release,04-22-043-08W5,0,0,4,22,43,8,5,26644,Well Licence,October 02 2012,11/26/2012 12:00:00 AM,Suspended Well,WILLGR,Red Deer,0BP8,Penn West Petroleum Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,10/02/2012 12:00:00 AM,,,,,,,,Waste,0,8,m3,Crude Oil,0.8,0.3,m3,Salt/Produced Water,1.3,0.8,m3,,,,,"(52.7149, -115.086167)"
October 02 2012,20122018,Operator Error,Accidental,Vehicle Accident,Release,09-20-055-01W4,0,0,9,20,55,1,4,444794,Well Licence,October 02 2012,10/10/2012 12:00:00 AM,Oil Well,JOHNLK,Bonnyville,0HE9,Canadian Natural Resources Limited,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,10/02/2012 12:00:00 AM,,,,,,,,Crude Bitumen,0.1,0.1,m3,Waste,0,5.7,m3,,,,,,,,,"(53.767333, -110.10755)"
October 02 2012,20122030,Operator Error,Oversight,Operator Error,Release,07-17-055-02W4,0,0,7,17,55,2,4,400368,Well Licence,October 02 2012,11/06/2012 12:00:00 AM,Oil Well,JOHNLK,Bonnyville,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,10/02/2012 12:00:00 AM,,,,,,,,Waste,0,2,m3,Salt/Produced Water,3,3,m3,,,,,,,,,"(53.749283, -110.26225)"
October 02 2012,20122022,Operator Error,Accidental,Vehicle Accident,Release,11-01-082-25W4,0,0,11,1,82,25,4,440000,Well Licence,October 02 2012,11/20/2012 12:00:00 AM,Oil Well,HOOLE,Bonnyville,0HE9,Canadian Natural Resources Limited,Crown Any Area,Yes,No,No affect/Normal Notification,Muskeg/Stagnant Water,Habitat affected,over 1000 square meters,0,10/29/2012 12:00:00 AM,,,,,,,,Fresh Water,0,1485,m3,Waste,0,1092,m3,Crude Bitumen,4,4,m3,,,,,"(56.0807, -113.78045)"
October 01 2012,20122013,Operator Error,Accidental,Operator Error,Release,04-25-048-01W4,,,4,25,48,1,4,403171,Well Licence,October 01 2012,01/15/2013 12:00:00 AM,Oil Well,LLOYD,Wainwright,0HE9,Canadian Natural Resources Limited,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,10/02/2012 12:00:00 AM,,,,,,,,Waste,0,16,m3,Salt/Produced Water,6,6,m3,,,,,,,,,"(53.162867, -110.026833)"
September 29 2012,20122005,Equipment Failure,Internal corrosion,Storage Tank,Release,02-16-049-01W4,,,2,16,49,1,4,235698,Well Licence,September 29 2012,11/08/2012 12:00:00 AM,Oil Well,LLOYD,Wainwright,A23L,Twin Butte Energy Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,09/29/2012 12:00:00 AM,,,,,,,,Crude Oil,30,29,m3,Waste,0,117.1,m3,Salt/Produced Water,4,3,m3,,,,,"(53.2211, -110.0878)"
September 28 2012,20121998,Operator Error,Oversight,Tank Leak,Release,11-22-108-07W6,0,0,11,22,108,7,6,448209,Well Licence,September 28 2012,01/10/2013 12:00:00 AM,Drilling Well,RAINBOW,High Level,0R46,Husky Oil Operations Limited,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,09/28/2012 12:00:00 AM,,,,,,,,Waste,0,21,m3,Drilling Mud (HC Based),3,2,m3,,,,,,,,,"(58.392367, -119.077933)"
September 27 2012,20122007,External,Third party damage,Wellhead Leak,Release,09-15-037-28W4,0,0,9,15,37,28,4,351427,Well Licence,September 28 2012,,Suspended Well,CYGNET,Red Deer,A5WN,Northern Patriot Oil & Gas Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,,,,,,,,,Gas Production (Raw),0.1,,103m3,,,,,,,,,,,,,"(52.18175, -113.912017)"
September 26 2012,20121986,Operator Error,Accidental,Operator Error,Release,01-23-049-02W4,,,1,23,49,2,4,398172,Well Licence,September 26 2012,11/08/2012 12:00:00 AM,Oil Well,LLOYD,Wainwright,0K29,Devon Canada Corporation,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,09/27/2012 12:00:00 AM,,,,,,,,Crude Oil,4,4,m3,,,,,,,,,,,,,"(53.235733, -110.1793)"
September 26 2012,20121994,Operator Error,Accidental,Valve Failure,Release,10-09-077-16W5,0,0,10,9,77,16,5,113369,Well Licence,September 27 2012,,Gas Well,HEARTR,St. Albert,0BP8,Penn West Petroleum Ltd.,,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,09/26/2012 12:00:00 AM,,,,,,,,Salt/Produced Water,3,3,m3,,,,,,,,,,,,,"(55.659517, -116.41675)"
September 26 2012,20121991,Equipment Failure,Mechanical/Strctural,Operator Error,Release,07-28-048-11W5,,,7,28,48,11,5,358913,Well Licence,September 26 2012,10/09/2012 12:00:00 AM,Gas Well,PEMBINA,Drayton Valley,A65L,Sinopec Daylight Energy Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,,,,,,,,,Gas Production (Raw),0.1,,103m3,,,,,,,,,,,,,"(53.1688, -115.5466)"
September 24 2012,20121969,Operator Error,Oversight,Pump Failure,Release,16-08-060-04W4,0,0,16,8,60,4,4,432736,Well Licence,September 24 2012,12/04/2012 12:00:00 AM,Oil Well,CHARLK,Bonnyville,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,09/24/2012 12:00:00 AM,,,,,,,,Crude Bitumen,0.1,0.1,m3,Waste,0,0.1,m3,,,,,,,,,"(54.178467, -110.55845)"
September 24 2012,20121987,Equipment Failure,Defect,Mechanical Damage,Release,13-27-046-11W5,,,13,27,46,11,5,444897,Well Licence,September 24 2012,,Oil Well,BRAZR,Drayton Valley,A65L,Sinopec Daylight Energy Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,,,,,,,,,Gas Production (Raw),0.1,0,103m3,,,,,,,,,,,,,"(53.001667, -115.5218)"
September 23 2012,20121954,Equipment Failure,Mechanical/Strctural,Rod Failure,Release,03-20-065-03W4,0,0,3,20,65,3,4,376581,Well Licence,September 23 2012,,Suspended Well,ETHELLK,Bonnyville,7,Imperial Oil Resources Limited,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 1000 square meters,0,,,,,,,,,Salt/Produced Water,2.5,2.4,m3,Fresh Water,0,44,m3,Crude Oil,4,3.9,m3,,,,,"(54.632967, -110.424883)"
September 21 2012,20121979,Equipment Failure,Defect,Fracturing Operation,Release,16-18-043-02W5,0,0,16,18,43,2,5,131842,Well Licence,September 21 2012,,Suspended Well,WROSES,Red Deer,A2TG,TAQA North Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,09/23/2012 12:00:00 AM,,,,,,,,Drilling Mud  (Water Based),2,2,m3,,,,,,,,,,,,,"(52.710717, -114.270733)"
September 21 2012,20121981,Procedural or Design,Construction,Fracturing Operation,Release,02-19-043-02W5,0,0,2,19,43,2,5,445904,Well Licence,September 21 2012,,Suspended Well,WROSES,Red Deer,A5G3,ConocoPhillips Canada Resources Corp.,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,09/21/2012 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,"(52.7143, -114.2767)"
September 21 2012,20121980,Procedural or Design,Inadequate equipment,Fracturing Operation,Release,10-18-043-02W5,0,0,10,18,43,2,5,82537,Well Licence,September 21 2012,,Gas Well,WROSES,Red Deer,A5G3,ConocoPhillips Canada Resources Corp.,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,09/21/2012 12:00:00 AM,,,,,,,,,,,,,,,,,,,,,,,,"(52.70715, -114.2767)"
September 20 2012,20121943,Unknown,Unknown,Fracturing Operation,Release,05-35-064-06W6,,,5,35,64,6,6,438003,Well Licence,September 20 2012,,Suspended Well,KAKWA,Grande Prairie,0PF8,"Hunt Oil Company Of Canada, Inc.",Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,,,,,,,,,,,,,,,,,,,,,,,,,"(54.579633, -118.802717)"
September 20 2012,20121941,Unknown,Unknown,Fracturing Operation,Release,13-27-076-13W6,,,13,27,76,13,6,435699,Well Licence,September 20 2012,,Suspended Well,GLACIER,Grande Prairie,0TD9,Advantage Oil & Gas Ltd.,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,,,,,,,,,,,,,,,,,,,,,,,,,"(55.619083, -119.936483)"
September 19 2012,20121942,Operator Error,Accidental,Operator Error,Release,09-33-027-20W4,0,0,9,33,27,20,4,435707,Well Licence,September 19 2012,10/24/2012 12:00:00 AM,Oil Well,WAYNE,Midnapore,A5D4,Cenovus Energy Inc.,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,09/20/2012 12:00:00 AM,,,,,,,,Waste,0,1.2,m3,Crude Oil,0.1,0.1,m3,Salt/Produced Water,0.1,0,m3,,,,,"(51.352317, -112.75035)"
September 19 2012,20121919,Operator Error,Oversight,Valve Failure,Release,11-10-063-09W4,0,0,11,10,63,9,4,444316,Well Licence,September 19 2012,10/01/2012 12:00:00 AM,Oil Well,SUGDEN,Bonnyville,0HE9,Canadian Natural Resources Limited,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 1000 square meters,0,09/21/2012 12:00:00 AM,,,,,,,,Crude Bitumen,9,9,m3,Fresh Water,0,31,m3,Waste,0,112,m3,,,,,"(54.43675, -111.281683)"
September 19 2012,20121918,Operator Error,Accidental,Operator Error,Release,15-28-048-04W4,,,15,28,48,4,4,357295,Well Licence,September 19 2012,11/23/2012 12:00:00 AM,Oil Well,WILDMERE,Wainwright,A5RX,Bonavista Energy Corporation,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,09/20/2012 12:00:00 AM,,,,,,,,Crude Oil,8,8,m3,Waste,0,15,m3,,,,,,,,,"(53.17395, -110.526367)"
September 18 2012,20121917,Equipment Failure,Internal corrosion,Equipment Failure,Release,06-03-078-06W6,0,0,6,3,78,6,6,102843,Well Licence,September 18 2012,10/15/2012 12:00:00 AM,Suspended Well,SPIRITR,Grande Prairie,A632,Petrus Resources Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,09/25/2012 12:00:00 AM,,,,,,,,Salt/Produced Water,5,,m3,,,,,,,,,,,,,"(55.728317, -118.843933)"
September 16 2012,20121934,Operator Error,Oversight,Fracturing Operation,Release,12-17-048-04W5,,,12,17,48,4,5,446926,Well Licence,September 17 2012,09/27/2012 12:00:00 AM,Suspended Well,PEMBINA,Drayton Valley,A5EL,Petrobakken Energy Ltd.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,09/27/2012 12:00:00 AM,,,,,,,,Frac Water,0.1,0,m3,,,,,,,,,,,,,"(53.143333, -114.559233)"
September 16 2012,20121935,Operator Error,Oversight,Fracturing Operation,Release,05-20-048-04W5,,,5,20,48,4,5,437871,Well Licence,September 17 2012,09/27/2012 12:00:00 AM,Oil Well,PEMBINA,Drayton Valley,A5YN,Spartan Oil Corp.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,09/27/2012 12:00:00 AM,,,,,,,,Frac Water,0.1,0,m3,,,,,,,,,,,,,"(53.15415, -114.559233)"
September 15 2012,20121906,Equipment Failure,Malfunction,Line Failure,Release,13-01-047-12W5,0,0,13,1,47,12,5,446995,Well Licence,September 15 2012,10/29/2012 12:00:00 AM,Suspended Well,BRAZR,Drayton Valley,A65L,Sinopec Daylight Energy Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,09/15/2012 12:00:00 AM,,,,,,,,Crude Oil,5,3,m3,,,,,,,,,,,,,"(53.030517, -115.632117)"
September 15 2012,20121901,Unknown,Unknown,Line Failure,Release,16-10-088-10W6,,,16,10,88,10,6,422414,Well Licence,September 15 2012,01/08/2013 12:00:00 AM,Oil Well,WORSLEY,Grande Prairie,A12R,Birchcliff Energy Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,09/15/2012 12:00:00 AM,,,,,,,,Crude Oil,1.5,21.2,m3,,,,,,,,,,,,,"(56.622417, -119.494567)"
September 14 2012,20121898,Equipment Failure,Malfunction,Fire,Release,08-19-017-12W4,0,0,8,19,17,12,4,447755,Well Licence,September 14 2012,,Drilling Well,BANTRY,Medicine Hat,A0C6,Crew Energy Inc.,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,0,09/14/2012 12:00:00 AM,,,,,,,,Crude Oil,0.1,0,m3,,,,,,,,,,,,,"(50.44635, -111.634233)"
September 14 2012,20121902,Procedural or Design,Inadequate procedure,Fire,Release,12-04-084-07W6,0,0,12,4,84,7,6,437693,Well Licence,September 15 2012,12/05/2012 12:00:00 AM,Oil Well,CECIL,Grande Prairie,0Z0H,Harvest Operations Corp.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,,,,,,,,,Fuel Gas,0.1,0,103m3,,,,,,,,,,,,,"(56.2563, -119.052217)"
September 14 2012,20121903,Operator Error,Oversight,Operator Error,Release,09-17-039-04W5,0,0,9,17,39,4,5,444923,Well Licence,September 14 2012,,Suspended Well,MEDRIV,Red Deer,0BP8,Penn West Petroleum Ltd.,,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,09/17/2012 12:00:00 AM,,,,,,,,Frac Oil,0.5,0.5,m3,,,,,,,,,,,,,"(52.3576, -114.532467)"
September 14 2012,20121891,Procedural or Design,Poor design,Fire,Release,04-28-034-04W5,0,0,4,28,34,4,5,422415,Well Licence,September 14 2012,10/04/2012 12:00:00 AM,Oil Well,CAROL,Red Deer,A5BE,Whitecap Resources Inc.,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,0,09/14/2012 12:00:00 AM,,,,,,,,Gas Production (Raw),0.1,,103m3,,,,,,,,,,,,,"(51.942367, -114.5184)"
September 13 2012,20121888,External,Third party damage,Vandalism/Damage Others,Release,06-33-017-17W4,,,6,33,17,17,4,244453,Well Licence,September 13 2012,11/21/2012 12:00:00 AM,Gas Well,EYRMOR,Midnapore,A5D4,Cenovus Energy Inc.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,,,,,,,,,Gas Production (Raw),0.1,0,103m3,,,,,,,,,,,,,"(50.475583, -112.286833)"
September 12 2012,20122008,Operator Error,Non-procedural,Equipment Failure,Release,04-32-042-07W5,,,4,32,42,7,5,447373,Well Licence,September 28 2012,,Drilling Well,WILLGR,Red Deer,26,Encana Corporation,Freehold Private Lands,No,No,No affect/Normal Notification,Air/Land,No affect,over 100 but less than 1000 square meters,,09/28/2012 12:00:00 AM,,,,,,,,Drilling Mud (HC Based),4,2.5,m3,,,,,,,,,,,,,"(52.655867, -114.9823)"
September 11 2012,20121864,Operator Error,Oversight,Tank Overflow,Release,16-24-057-05W4,0,0,16,24,57,5,4,410820,Well Licence,September 11 2012,10/23/2012 12:00:00 AM,Oil Well,LIND,Bonnyville,0HE9,Canadian Natural Resources Limited,Crown Any Area,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 1000 square meters,0,09/11/2012 12:00:00 AM,,,,,,,,Waste,0,107,m3,Crude Bitumen,7,7,m3,Fresh Water,0,12.5,m3,,,,,"(53.9456, -110.602317)"
September 10 2012,20121861,External,Natural Phenomena,Valve Failure,Release,10-29-017-11W4,0,0,10,29,17,11,4,419553,Well Licence,September 10 2012,10/09/2012 12:00:00 AM,Service Well,ALDSON,Medicine Hat,A0C6,Crew Energy Inc.,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 1000 square meters,0,09/10/2012 12:00:00 AM,,,,,,,,Salt/Produced Water,30,2,m3,Waste,0,14,m3,,,,,,,,,"(50.464533, -111.479517)"
September 10 2012,20121867,,,,Release,08-25-050-10W5,,,8,25,50,10,5,443775,Well Licence,September 10 2012,,Suspended Well,PEMBINA,Drayton Valley,0BP8,Penn West Petroleum Ltd.,Crown Any Area,No,No,No affect/Normal Notification,Air/Land,No affect,100 square meters or less,,,,,,,,,,,,,,,,,,,,,,,,,,"(53.3434, -115.3212)"
September 09 2012,20121849,External,Natural Phenomena,Valve Damage,Release,11-17-017-14W4,0,0,11,17,17,14,4,395976,Well Licence,September 10 2012,,Oil Well,NEWELL,Medicine Hat,A5D4,Cenovus Energy Inc.,Freehold Private Lands,Yes,No,No affect/Normal Notification,Air/Land,No affect,over 1000 square meters,0,,,,,,,,,Emulsifiers,0.3,,m3,Salt/Produced Water,0.3,,m3,Crude Oil,0.1,,m3,,,,,"(50.435583, -111.897583)"
